sq,Web TV,undefined,https://tv.balkanweb.com/news24/livestream/playlist.m3u8,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://stream.srg-ssr.ch/m/drs3/mp3_128,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://stream.srg-ssr.ch/m/drs4news/mp3_128,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://stream.srg-ssr.ch/m/drsmw/mp3_128,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://stream.srg-ssr.ch/m/drsvirus/mp3_128,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://orf-live.ors-shoutcast.at/stm-q2a,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://streamlive.syndicationradio.fr:8158/stream,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://stream.srg-ssr.ch/m/rsc_de/mp3_128,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://stream.srg-ssr.ch/rsj/aacp_96.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://stream.srg-ssr.ch/m/rsp/mp3_128,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://streaming.fueralle.org:8000/radiot.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://orf-live.ors-shoutcast.at/tir-q1a?player=radiothek_v1&referer=tirol.orf.at,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://orf-live.ors-shoutcast.at/vbg-q1a?player=radiothek_v1&referer=vorarlberg.orf.at,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://radio.missionsdienst-wegbereiter.de:8000/radio.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://orf-live.ors-shoutcast.at/wie-q2a,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://snd.radio-z.net:8000/Radio-Z,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://stream.radioaktiv.org/VeryHiFi,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.radioberlin.de/live.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.radioeins.de/live.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://server28989.streamplus.de/stream.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://stream1.radiohbr.de:80/stream.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://163.172.137.24:2488/;,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://radiotell.dmd2streaming.com/radiotell.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://141.99.154.10:8002/;,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://radiobzlive.rai.it/RAIBZ_Livestream,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.rockantenne.de/webradio/rockantenne-aac.pls,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.rockantenne.de/webradio/rockantenne.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://rt1.radio/80s,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://rt1.radio/chillout,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://rt1.radio/classicrock,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://rt1.radio/chillhouse,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://rt1.radio/cocktail,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://rt1.radio/coffee,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://rt1.radio/homeoffice,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://rt1.radio/in-the-mix,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://rt1.radio/relax,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://rt1.radio/rock,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://rt1.radio/running,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://stream.104.6rtl.com/smooth/mp3-192/vtuner/,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://webstream.schlagerparadies.de/schlagerparadies128.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://streaming02.sr-online.de/unserding-schwarz.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://server7606.streamplus.de/;?type=http&nocache=250516;,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://streaming01.sr-online.de/sr1_2.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://streaming02.sr-online.de/sr1klassiker.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://streaming02.sr-online.de/sr1lounge.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://streaming01.sr-online.de/sr2_2.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://streaming02.sr-online.de/sr2offbeat.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://streaming01.sr-online.de/sr3_2.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://streaming02.sr-online.de/sr3oldiewelt.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://streaming02.sr-online.de/sr3schlagerwelt.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://studentenfunk.out.airtime.pro/studentenfunk_a#,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://str2.creacast.com:80/sudtirol1a,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://stream.sunshine-live.de/live/mp3-192/Webradio-Player/,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.segenswelle.de:8000/deutsch-aac,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://dispatcher.rndfnk.com/swr/swr1/bw/mp3/128/stream.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://dispatcher.rndfnk.com/swr/swr1/rp/mp3/128/stream.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://liveradio.swr.de/sw282p3/swr2/,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://dispatcher.rndfnk.com/swr/swr2/live/mp3/256/stream.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://dispatcher.rndfnk.com/swr/swr3/live/mp3/128/stream.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://dispatcher.rndfnk.com/swr/swr4/bw/mp3/128/stream.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://dispatcher.rndfnk.com/swr/swr4/rp/mp3/128/stream.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://listen.technobase.fm/dsl.pls,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://listen.technobase.fm/aac-hd.pls,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://mp3.stream.tb-group.fm/tb.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://toxicfm.ice.infomaniak.ch/toxicfm-128.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://livestream.triquency.de:8000/live192.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://stream.laut.fm/tru,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://81.169.227.97:8000/live,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://wdr-wdr2-ostwestfalenlippe.icecastssl.wdr.de/wdr/wdr2/ostwestfalenlippe/mp3/128/stream.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.wdr.de/wdrlive/media/wdr2_aachen.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.wdr.de/wdrlive/media/wdr2_wuppertal.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.wdr.de/wdrlive/media/wdr2_muenster.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.wdr.de/wdrlive/media/wdr2_bielefeld.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.wdr.de/wdrlive/media/wdr2_essen_duesseldorf.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.wdr.de/wdrlive/media/wdr2.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.wdr.de/wdrlive/media/wdr2_dortmund.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.wdr.de/wdrlive/media/wdr2_siegen.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.wdr.de/wdrlive/media/wdr3.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://wdr-wdr3-live.icecast.wdr.de/wdr/wdr3/live/mp3/256/stream.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.wdr.de/wdrlive/media/wdr4.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://www.wdr.de/wdrlive/media/wdr5.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://wdr-cosmo-live.icecastssl.wdr.de/wdr/cosmo/live/mp3/128/stream.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://wdr.de/wdrlive/media/diemaus.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://wdr-diemaus-live.icecastssl.wdr.de/wdr/diemaus/live/mp3/128/stream.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://wdr-diemaus-live.icecastssl.wdr.de/wdr/diemaus/live/mp3/56/stream.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,https://dispatcher.rndfnk.com/hr/youfm/live/mp3/128/stream.mp3,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://metafiles.gl-systemhaus.de/hr/youfm_2.m3u,audio/mpegurl; charset=utf-8,200
de,Web Radio,undefined,http://streaming02.sr-online.de/unserding-zukunft.m3u,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/21/11/211122_cc_anatomie_herz_tex/1/211122_cc_anatomie_herz_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/21/11/211129_cc_ausdehnung_roemisches_reich_tex/1/211129_cc_ausdehnung_roemisches_reich_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/04/200428_121_55303727_Trickfilm_Gelehrte_und_Errungenschaften_Antike_CC_tex/1/200428_121_55303727_Trickfilm_Gelehrte_und_Errungenschaften_Antike_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/04/200428_162_0055303973_erste_Grosssiedlung_der_Menschheit_CC_tex/1/200428_162_0055303973_erste_Grosssiedlung_der_Menschheit_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/11/201123_cc_explainer_creative_commons_tex/1/201123_cc_explainer_creative_commons_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/04/200428_124_55303727_Demokratie_im_antiken_Athen_CC_tex/2/200428_124_55303727_Demokratie_im_antiken_Athen_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/10/201012_cc_susbreitung_ur_germanen_tex/2/201012_cc_susbreitung_ur_germanen_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/07/200706_cc_geldgeschichte_kauri_tex/1/200706_cc_geldgeschichte_kauri_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/10/201012_cc_germanen_bei_tacitus_und_caesar_tex/2/201012_cc_germanen_bei_tacitus_und_caesar_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/08/200817_cc_griechische_goetterwelt_tex/1/200817_cc_griechische_goetterwelt_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/21/12/211220_cc_gotteshaeuser_religionen_tex/1/211220_cc_gotteshaeuser_religionen_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/04/200428_148_0055303952_Gruendung_Bagdad_CC_tex/2/200428_148_0055303952_Gruendung_Bagdad_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/04/200428_115_0055304071_Weltkarte_von_Mercator_CC_tex/1/200428_115_0055304071_Weltkarte_von_Mercator_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/10/201019_cc_faschismus_verbreitung_europa_tex/1/201019_cc_faschismus_verbreitung_europa_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/04/200428_139_55303954_Gesellschaftspyramide_Germanen_CC_tex/1/200428_139_55303954_Gesellschaftspyramide_Germanen_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://nrodlzdf-a.akamaihd.net/none/zdf/20/05/200522_210_0055303953_Berlin_CC_tex/1/200522_210_0055303953_Berlin_CC_tex_2128k_p18v15.webm,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/07/200727_cc_stadtstaaten_im_antiken_griechenland_tex/1/200727_cc_stadtstaaten_im_antiken_griechenland_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/07/200720_cc_germanische_haarmode_tex/1/200720_cc_germanische_haarmode_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/07/200720_cc_heilkraeuter_tex/1/200720_cc_heilkraeuter_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/09/200907_267_15322240_gute_frage_herdenimunitaet_cc_tex/1/200907_267_15322240_gute_frage_herdenimunitaet_cc_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/09/200907_cc_herrschaftsstrukturen_altes_arabien_tex/1/200907_cc_herrschaftsstrukturen_altes_arabien_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/05/200522_211_0055303301_Jerusalem_CC_tex/2/200522_211_0055303301_Jerusalem_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/05/200522_209_0055303953_Karthago_CC_tex/2/200522_209_0055303953_Karthago_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/05/200527_220_55303303_Kloster_Disibodenberg_CC_tex/1/200527_220_55303303_Kloster_Disibodenberg_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/04/200428_161_0055303973_Kunst_in_der_Steinzeit_CC_tex/3/200428_161_0055303973_Kunst_in_der_Steinzeit_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/04/200428_110_0055303840_Vogelflug_Langstreckenrekord_Pfuhlschnepfe_CC_tex/1/200428_110_0055303840_Vogelflug_Langstreckenrekord_Pfuhlschnepfe_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/04/200414_96_55303959_Leben_in_Frankfurt_am_Main_im_Mittelalter_Kombiclip_CC_tex/2/200414_96_55303959_Leben_in_Frankfurt_am_Main_im_Mittelalter_Kombiclip_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/05/200522_207_0055304058_Palenque_CC_tex/2/200522_207_0055304058_Palenque_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/05/200522_204_0055304055_Persepolis_CC_tex/2/200522_204_0055304055_Persepolis_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://nrodlzdf-a.akamaihd.net/none/zdf/20/04/200414_43_0021005122_Peruecken_machen_Leute_Paris_CC_tex/1/200414_43_0021005122_Peruecken_machen_Leute_Paris_CC_tex_2128k_p18v15.webm,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/diverse/382_55100816_pferde_als_kriegswaffe_cc_tex/2/382_55100816_pferde_als_kriegswaffe_cc_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/04/200428_113_0055304070_antike_Roemerstrassen_und_Karte_Tabula_Peuteringiana_CC_tex/2/200428_113_0055304070_antike_Roemerstrassen_und_Karte_Tabula_Peuteringiana_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/21/07/210719_cc_katze_aberglauben_tex/1/210719_cc_katze_aberglauben_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/diverse/362_15301367_ursprung_rassismus_cc_tex/2/362_15301367_ursprung_rassismus_cc_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/21/11/211122_cc_tiefes_atmen_tex/1/211122_cc_tiefes_atmen_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/06/200629_cc_berlin_kaiserzeit_wohnen_tex/3/200629_cc_berlin_kaiserzeit_wohnen_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/04/200414_94_0055303958_Wohnen_im_Alten_Rom_Kombiclip_CC_tex/2/200414_94_0055303958_Wohnen_im_Alten_Rom_Kombiclip_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/05/200522_206_0055304054_Taj_Mahal_CC_tex/3/200522_206_0055304054_Taj_Mahal_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/04/200428_163_0055303973_Erste_Metropole_der_Menschheit_CC_tex/1/200428_163_0055303973_Erste_Metropole_der_Menschheit_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/diverse/414_70710807_interview_roboterforscher_cc_tex/1/414_70710807_interview_roboterforscher_cc_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/04/200428_137_55303954_Aufbau_germanische_Siedlungen_Haeuser_CC_tex/2/200428_137_55303954_Aufbau_germanische_Siedlungen_Haeuser_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/09/200907_266_15322239_gut_frage_pcr_cc_tex/2/200907_266_15322239_gut_frage_pcr_cc_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
de,Web Programmes,undefined,https://downloadzdf-a.akamaihd.net/mp4/zdf/20/09/200907_245_15301100_lithium_ionen_Batterie_CC_tex/1/200907_245_15301100_lithium_ionen_Batterie_CC_tex_1628k_p13v15.mp4,audio/mpegurl; charset=utf-8,200
it,Web Cam,undefined,http://www.webcamparkhotelchioggia.it/stream/?p=0.9229993736371398,audio/mpegurl; charset=utf-8,200
it,Web Radio,undefined,https://stream.lolliradio.net/lolli_italia.mp3,audio/mpegurl; charset=utf-8,200
it,Web Radio,undefined,https://onair11.xdevel.com/proxy/sc_103im?mp=/;stream/;,audio/mpegurl; charset=utf-8,200
it,Web Radio,undefined,https://icy.unitedradio.it/1052kandMore.mp3,audio/mpegurl; charset=utf-8,200
it,Web Radio,undefined,http://str01.fluidstream.net:7200/;,audio/mpegurl; charset=utf-8,200
it,Web Radio,undefined,https://audio.radiodancefloor.it/dancefloor.mp3,audio/mpegurl; charset=utf-8,200
it,Web Radio,undefined,https://rv1-superhit.stream.laut.fm/rv1-superhit,audio/mpegurl; charset=utf-8,200
it,Web Radio,undefined,https://streaming.cst98.com/tir.php,audio/mpegurl; charset=utf-8,200
it,Web Radio,undefined,https://sr2.inmystream.it/proxy/yesradio2?mp=/stream,audio/mpegurl; charset=utf-8,200
it,Web Radio,undefined,https://icy.unitedradio.it/105Zoo.mp3,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://artesimulcast.akamaized.net/hls/live/2030993/artelive_de/master_v720.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://auto-bild.personalstream.tv/v1/bildde/master.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://cdn.icu.de/rtplive/smil:btvsued.smil/playlist.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,http://cdn.icu.de/rtplive/btv.stream/chunklist_w574389438.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://h056.video-stream-hosting.de/medienasa-live/_definst_/mp4:BLKonline_high/playlist.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://mcdn.br.de/br/fs/bfs_nord/hls/de/master.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://mcdn.br.de/br/fs/bfs_sued/hls/de/master.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://mcdn.daserste.de/daserste/de/master.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://stream.daswort.tv/master.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://swrdasdingvr-hls.akamaized.net/hls/live/2018681/dasdingvr/master.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://dwamdstream111.akamaized.net/hls/live/2017972/dwstream111/index.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://dwamdstream110.akamaized.net/hls/live/2017971/dwstream110/index.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://www.onairport.live/die-neue-zeit-tv-live/livestream_high/playlist.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://stream.openplayout.org/hls/dorf_high/index.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://586c58b20c86e.streamlock.net/filstalwelle-live/_definst_/mp4:livestream/chunklist_w788671625.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://jfmedien01.de:5443/LiveApp/streams/470906932351128240316939.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://hrhls.akamaized.net/hls/live/2024525/hrhls/index.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://kronetv.mdn.ors.at/out/u/kronetv-nodrm.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://bitcdn-kronehit.bitmovin.com/v2/hls/chunklist_b3128000.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,http://streamer1.streamhost.org:1935/salive/lctvde/playlist.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://h056.video-stream-hosting.de/medienasa-live/_definst_/mdf1_high/playlist.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://stream03.welocal.stream/stream/fhd-nbydeggendorf_99148/ngrp:stream_all/index.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://stream03.welocal.stream/stream/fhd-nbylandshut_75262/ngrp:stream_all/index.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://ndrvisualradiohls.akamaized.net/hls/live/2018951/ndrvr_mv_ndr1/master_540.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://ndrvisualradiohls.akamaized.net/hls/live/2018951/ndrvr_mv_ndr1/master.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://mcdn.ndr.de/ndr/hls/ndr_fs/ndr_hh/master.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://stream03.welocal.stream/stream/sat-nby/ngrp:sat-nby.stream_all/index.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://fms.nrwision.de/live/livestreamHD.stream_source/chunklist.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://varoe24live.sf.apa.at/oe24-live1/oe24.smil/playlist.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,http://apasfoe24l.sf.apa.at/ipad/oe24-live1/oe24.sdp/playlist.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://h056.video-stream-hosting.de/medienasa-live/_definst_/ok-wernigerode_high/playlist.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://h056.video-stream-hosting.de/medienasa-live/_definst_/mp4:ok-dessau_high/playlist.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://s.ok54.de/mok-fu/livestream/playlist.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://s.ok54.de/mok-gi/mok-gi/playlist.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://s.ok54.de/abr_okkl/webstream/playlist.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://s.ok54.de/mok-ks/kassel/playlist.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://live-cdn.oksh.de/play/hls/kieltv/index.m3u8,audio/mpegurl; charset=utf-8,200
de,Web TV,undefined,https://s.ok54.de/oklu/livestream/playlist.m3u8,audio/mpegurl; charset=utf-8,200
